name	mod	context	context_source	default	live	seen	english	russian
key.craftingtweaks.decompress_stack	craftingtweaks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Decompress Stack	Разложить стак
key.craftingtweaks.force_clear	craftingtweaks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Force Clear Grid	Принудительно очистить сетку
key.craftingtweaks.refill_last	craftingtweaks	UNIVERSAL	assumed	key.keyboard.tab:CONTROL	key.keyboard.unknown	options+defaults	Refill Last	Пополнить последний
key.craftingtweaks.refill_last_stack	craftingtweaks	UNIVERSAL	assumed	key.keyboard.tab	key.keyboard.unknown	options+defaults	Refill Last Stack	Пополнить последний (Стак)
key.craftingtweaks.rotate	craftingtweaks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Rotate Grid	Повернуть сетку
key.craftingtweaks.rotate_counter_clockwise	craftingtweaks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Rotate Grid (CCW)	Повернуть сетку (Против ЧС)
key.craftingtweaks.spread	craftingtweaks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Spread Grid	Разбросать по сетке
key.craftingtweaks.transfer_stack	craftingtweaks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Transfer to Crafting Grid	
key.crawl	crawl	UNIVERSAL	assumed	key.keyboard.c	key.keyboard.pause	options+defaults	Crawl	Ползти
key.crystalix.apply_colorless	crystalix	UNIVERSAL	assumed	key.keyboard.left.control	key.keyboard.unknown	options+defaults	Apply Colorless	
key.crystalix.copy_properties	crystalix	UNIVERSAL	assumed	key.keyboard.x	key.keyboard.unknown	options+defaults	Copy Properties	
key.crystalix.wand_config	crystalix	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Open Wand Config	Открыть настройки посоха
key.curios.open.desc	curios	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open/Close Curios Inventory	Открыть/Закрыть инвентарь Curios
key.customfov.profile.desc	customfov	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Switch FOV Profile	
key.cycle_stone_generator.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Cycle DampNull stone type	
key.deep_aether.slider_eye_ability	deep_aether	UNIVERSAL	assumed	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Activate Slider Slam	
key.deep_aether.stratus_dash_ability.desc	deep_aether	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.unknown	options+defaults	Activate Stratus Dash	
key.deep_aether.toggle_skyjade_transparency	deep_aether	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Toggle Skyjade Transparency	
key.deeperdarker.boost	deeperdarker	UNIVERSAL	assumed	key.keyboard.b	key.keyboard.f4	options+defaults	Boost Soul Elytra	Ускорение элитр душ
key.deeperdarker.transmit	deeperdarker	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Use Sculk Transmitter	Использовать скалковый передатчик
key.doggytalents.whistle.1	doggytalents	UNIVERSAL	assumed	key.keyboard.1:SHIFT	key.keyboard.unknown	options+defaults	Whistle #1	
key.doggytalents.whistle.2	doggytalents	UNIVERSAL	assumed	key.keyboard.2:SHIFT	key.keyboard.unknown	options+defaults	Whistle #2	
key.doggytalents.whistle.3	doggytalents	UNIVERSAL	assumed	key.keyboard.3:SHIFT	key.keyboard.unknown	options+defaults	Whistle #3	
key.doggytalents.whistle.4	doggytalents	UNIVERSAL	assumed	key.keyboard.4:SHIFT	key.keyboard.unknown	options+defaults	Whistle #4	
key.draconicevolution.dislocator_blink	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Advanced Dislocator Blink	Продвинутый телепортер: Телепорт. по напр. взгляда
key.draconicevolution.dislocator_down	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Advanced Dislocator Select Down	Продвинутый телепортер: выбрать точку ниже
key.draconicevolution.dislocator_gui	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Advanced Dislocator GUI	GUI продвинутого телепортера
key.draconicevolution.dislocator_teleport	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Advanced Dislocator Teleport	Телепортироваться на точку
key.draconicevolution.dislocator_up	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Advanced Dislocator Select Up	Продвинутый телепортер: выбрать точку выше
key.draconicevolution.place_item	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Place Item	Поставить предмет в мир
key.draconicevolution.toggle_flight	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.home	options+defaults	Toggle Flight	Включить полёт
key.draconicevolution.toggle_magnet	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Item Dislocator	Включить телепортационный магнит
key.draconicevolution.tool_config	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.f6	options+defaults	Tool Config	Настроить инструмент
key.draconicevolution.tool_modules	draconicevolution	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.keypad.subtract	options+defaults	Tool Modules	Меню модулей инструмента
key.dragon_change_view	iceandfire	UNIVERSAL	assumed	key.keyboard.f7		jar	Change 3rd person camera for dragon	Изменить камеру от третьего лица
key.dragon_down	iceandfire	UNIVERSAL	assumed	key.keyboard.x		jar	Dragon Down	Слезть с дракона/Снять малыша дракона
key.dragon_fireAttack	iceandfire	UNIVERSAL	assumed	key.keyboard.r		jar	Dragon Breath	Драконье Дыхание
key.dragon_strike	iceandfire	UNIVERSAL	assumed	key.keyboard.g		jar	Dragon Strike	Драконий Удар
key.drawMahoujin	mahoutsukai	UNIVERSAL	assumed	key.keyboard.m	key.keyboard.unknown	options+defaults	Draw Mahoujin	Начертить магический круг
key.drop	minecraft	UNIVERSAL	assumed	key.keyboard.q	key.keyboard.q	options+defaults		
key.dynamic_fps.toggle_disabled	dynamic_fps	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Disable Dynamic FPS (Toggle)	Переключить работу Dynamic FPS
key.dynamic_fps.toggle_forced	dynamic_fps	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Force Unfocused Mode (Toggle)	Переключить фоновый режим
key.easy_villagers.cycle_trades	easy_villagers	UNIVERSAL	assumed	key.keyboard.c	key.keyboard.unknown	options+defaults	Cycle Trades	Цикл продаж
key.easy_villagers.pick_up	easy_villagers	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Pick Up	Подобрать
key.emiaddon.share_hovered_item	emiaddon	UNIVERSAL	assumed		key.keyboard.unknown	options	Share Hovered Item	Поделиться предметом под курсором
key.enderRing	enigmaticlegacyplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Ring of Ender	Кольцо Края
key.enderchests.open.bag	enderchests	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Carried EnderBag	
key.enderchests.open.pouch	enderchests	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Carried EnderPouch	
key.enderio.toggle_magnet	enderio	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle Electromagnet	Переключить электромагнит
key.enderio.travel_staff	enderio	UNIVERSAL	assumed		key.keyboard.end	options	Staff of Travelling	Посох путешествия
key.energizedpower.teleporter.use	energizedpower	IN_GAME	bytecode	key.keyboard.v	key.keyboard.unknown	options+defaults	Use Teleporter	Используй телепорт
key.entityculling.toggle	entityculling	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Debug toggle culling	Переключить отсечение (отладка)
key.eternal_starlight.switch_crest	eternal_starlight	UNIVERSAL	assumed	key.keyboard.h	key.keyboard.unknown	options+defaults	Switch Crest	Переключить гребень
key.evilcraft.exaltedCrafting	evilcraft	UNIVERSAL	assumed	key.keyboard.c	key.keyboard.unknown	options+defaults	Open Exalted Crafter	Открыть продвинутый верстак
key.evilcraft.fart	evilcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Farting	Переключить пукание
key.extended_industrialization.toggle_boots_ability	extended_industrialization	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Boots Ability	Переключить способность ботинок
key.extended_industrialization.toggle_chestplate_ability	extended_industrialization	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Chestplate Ability	Переключить способность нагрудника
key.extended_industrialization.toggle_helmet_ability	extended_industrialization	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Helmet Ability	Переключить способность шлема
key.extended_industrialization.toggle_leggings_ability	extended_industrialization	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Leggings Ability	Переключить способность поножей
key.extended_industrialization.toggle_main_hand_ability	extended_industrialization	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Main Hand Ability	Переключить способность в основной руке
key.extendedae.set_amount	extendedae	UNIVERSAL	assumed	key.mouse.middle	key.keyboard.unknown	options+defaults	Set Amount	
key.extendedae.viewpattern	extendedae	UNIVERSAL	assumed	key.keyboard.p	key.keyboard.unknown	options+defaults	View Pattern	Посмотреть шаблон
key.findme.pull_one	findme	UNIVERSAL	assumed	key.keyboard.keypad.0	key.keyboard.unknown	options+defaults	Pull 1 Item From Nearby Inventories	
key.findme.pull_stack	findme	UNIVERSAL	assumed	key.keyboard.keypad.1	key.keyboard.unknown	options+defaults	Pull 1 Stack From Nearby Inventories	
key.findme.search	findme	UNIVERSAL	assumed	key.keyboard.y	key.keyboard.keypad.5	options+defaults	Search Nearby Inventories For Items	Поиск предметов в ближайших инвентарях.
key.fireNobu	mahoutsukai	UNIVERSAL	assumed	key.mouse.left	key.keyboard.unknown	options+defaults	Fire Nobu	Fire Nobu
key.forward	minecraft	UNIVERSAL	assumed	key.keyboard.w	key.keyboard.w	options+defaults		
key.ftbquests.quests	ftbquests	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Quests	Открыть квесты
key.ftbteams.open_gui	ftbteams	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Teams GUI	Открыть интерфейс команд
key.ftbultimine	ftbultimine	UNIVERSAL	assumed	key.keyboard.grave.accent	key.keyboard.grave.accent	options+defaults	FTB Ultimine	FTB Ultimine
key.fullscreen	minecraft	UNIVERSAL	assumed	key.keyboard.f11	key.keyboard.f11	options+defaults		
key.gmut.vertical_speed	gmut	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Vertical Speed Modifier Switch	
key.gravelminer.toggle	gravelminer	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle GravelMiner	
key.gui_primary_action.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	DeepNull UI primary button	
key.gui_secondary_action.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	DeepNull UI secondary button	
key.gui_tertiary_action.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	DeepNull UI tertiary button	
key.guideme.guide	guideme	GUI	bytecode	key.keyboard.g	key.keyboard.unknown	options+defaults	Open Guide for Items	
key.gunDown	mahoutsukai	UNIVERSAL	assumed	key.keyboard.down	key.keyboard.unknown	options+defaults	Nobu Guns Down	Nobu Guns Down
key.gunUp	mahoutsukai	UNIVERSAL	assumed	key.keyboard.up	key.keyboard.unknown	options+defaults	Nobu Guns Up	Nobu Guns Up
key.hammerlib.render_item	hammerlib	GUI	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults		
key.hats.open_menu	hats	UNIVERSAL	assumed		key.keyboard.f9	options		
key.hostilenetworks.open_deep_learner	hostilenetworks	UNIVERSAL	assumed	key.keyboard.u	key.keyboard.unknown	options+defaults	Open Deep Learner Curio	Открыть карманный глубокий обучатель
key.hotbar.1		UNIVERSAL	assumed	key.keyboard.1	key.keyboard.1	options+defaults		
key.hotbar.2		UNIVERSAL	assumed	key.keyboard.2	key.keyboard.2	options+defaults		
key.hotbar.3		UNIVERSAL	assumed	key.keyboard.3	key.keyboard.3	options+defaults		
key.hotbar.4		UNIVERSAL	assumed	key.keyboard.4	key.keyboard.4	options+defaults		
key.hotbar.5		UNIVERSAL	assumed	key.keyboard.5	key.keyboard.5	options+defaults		
key.hotbar.6		UNIVERSAL	assumed	key.keyboard.6	key.keyboard.6	options+defaults		
key.hotbar.7		UNIVERSAL	assumed	key.keyboard.7	key.keyboard.7	options+defaults		
key.hotbar.8		UNIVERSAL	assumed	key.keyboard.8	key.keyboard.8	options+defaults		
key.hotbar.9		UNIVERSAL	assumed	key.keyboard.9	key.keyboard.9	options+defaults		
key.hypertube.tube_escape	create_hypertube	UNIVERSAL	assumed		key.keyboard.unknown	options	Hypertube Escape Button	
key.immersive_aircraft.boost	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.j	key.keyboard.backspace	options+defaults	Rocket boost	Разгонные ракеты
key.immersive_aircraft.dismount	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.left.control	key.keyboard.i	options+defaults	Dismount	Высадиться
key.immersive_aircraft.fallback_control_backward	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Backward	Назад
key.immersive_aircraft.fallback_control_down	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Down	Вниз
key.immersive_aircraft.fallback_control_forward	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Forward	Вперёд
key.immersive_aircraft.fallback_control_left	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Left	Влево
key.immersive_aircraft.fallback_control_pull	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Pull Controller	Тангаж вверх
key.immersive_aircraft.fallback_control_push	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Push Controller	Тангаж вниз
key.immersive_aircraft.fallback_control_right	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Right	Вправо
key.immersive_aircraft.fallback_control_up	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Up	Вверх
key.immersive_aircraft.fallback_use	immersive_aircraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Use weapon/mount	Использовать оружие/оборудование
key.immersiveengineering.chemthrowerSwitch	immersiveengineering	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Switch Chemthrower Tanks	Сменить резервуары химического распылителя
key.immersiveengineering.magnetEquip	immersiveengineering	UNIVERSAL	assumed	key.keyboard.s	key.keyboard.unknown	options+defaults	Magnetic Shield Glove (doubletap)	Электромагнитная перчатка (дважды кликните)
key.immersiveengineering.railgunZoom	immersiveengineering	UNIVERSAL	assumed	key.mouse.middle	key.keyboard.unknown	options+defaults	Zoom with the Railgun	Войти в режим прицеливания на Рельсотроне
key.immersivepetroleum.projector.flip	immersivepetroleum	UNIVERSAL	assumed		key.keyboard.unknown	options	Mirror Projection	
key.industrialforegoing.backpack.desc	industrialforegoing	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Infinity Backpack	Открыть бесконечный рюкзак
key.industrialization_overdrive.terminal_mode_switch	industrialization_overdrive	UNIVERSAL	assumed		key.keyboard.unknown	options		
key.integrateddynamics.logic_programmer_focus_search	integrateddynamics	GUI	bytecode	key.keyboard.f:ALT	key.keyboard.unknown	options+defaults	Focus Search Logic Programmer	Фокус поиска в Логическом программисте
key.integrateddynamics.logic_programmer_open_rename	integrateddynamics	GUI	bytecode	key.keyboard.r:ALT	key.keyboard.unknown	options+defaults	Rename Variable Logic Programmer	Переименовать переменную в Логическом программисте
key.integratedterminals.terminal.craftinggrid.balance	integratedterminals	GUI	bytecode	key.keyboard.b	key.keyboard.unknown	options+defaults	Balance Crafting Grid	Балансировка сетки крафта
key.integratedterminals.terminal.craftinggrid.clearplayer	integratedterminals	GUI	bytecode	key.keyboard.c:SHIFT	key.keyboard.unknown	options+defaults	Clear Crafting Grid into Inventory	Очистить сетку крафта в инвентарь
key.integratedterminals.terminal.craftinggrid.clearstorage	integratedterminals	GUI	bytecode	key.keyboard.c	key.keyboard.unknown	options+defaults	Clear Crafting Grid into Storage	Очистить сетку крафта в хранилище
key.integratedterminals.terminal.portable.open	integratedterminals	IN_GAME	bytecode	key.keyboard.c	key.keyboard.unknown	options+defaults	Open first Portable Storage Terminal	Открыть первый портативный терминал хранения
key.integratedterminals.terminal.tab.next	integratedterminals	GUI	bytecode	key.keyboard.tab	key.keyboard.unknown	options+defaults	Go to next terminal tab	Перейти на следующую вкладку терминала
key.integratedterminals.terminal.tab.previous	integratedterminals	GUI	bytecode	key.keyboard.tab:SHIFT	key.keyboard.unknown	options+defaults	Go to previous terminal tab	Перейти на предыдущую вкладку терминала
key.inventory	minecraft	UNIVERSAL	assumed	key.keyboard.e	key.keyboard.e	options+defaults		
key.inventoryessentials.dump_to_container	inventoryessentials	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Dump to Container	
key.inventoryessentials.restock_container	inventoryessentials	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Restock Container	
key.inventoryessentials.restock_inventory	inventoryessentials	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Restock Inventory	
key.inventoryessentials.screen_bulk_drop	inventoryessentials	UNIVERSAL	assumed	key.mouse.left:SHIFT	key.keyboard.unknown	options+defaults	Bulk Drop out of Screen	
key.inventoryessentials.single_transfer	inventoryessentials	UNIVERSAL	assumed	key.mouse.left:CONTROL	key.keyboard.unknown	options+defaults	Transfer one	
key.inventoryessentials.sort_inventory	inventoryessentials	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Sort Inventory	
key.irons_spellbooks.spell_bar_modifier	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Spell Bar Scroll Modifier	Прокрутка панели заклинаний колёсиком мыши
key.irons_spellbooks.spell_quick_cast_1	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 01	Слот быстрого заклинания 01
key.irons_spellbooks.spell_quick_cast_10	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 10	Слот быстрого заклинания 10
key.irons_spellbooks.spell_quick_cast_11	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 11	Слот быстрого заклинания 11
key.irons_spellbooks.spell_quick_cast_12	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 12	Слот быстрого заклинания 12
key.irons_spellbooks.spell_quick_cast_13	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 13	Слот быстрого заклинания 13
key.irons_spellbooks.spell_quick_cast_14	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 14	Слот быстрого заклинания 14
key.irons_spellbooks.spell_quick_cast_15	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 15	Слот быстрого заклинания 15
key.irons_spellbooks.spell_quick_cast_2	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 02	Слот быстрого заклинания 02
key.irons_spellbooks.spell_quick_cast_3	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 03	Слот быстрого заклинания 03
key.irons_spellbooks.spell_quick_cast_4	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 04	Слот быстрого заклинания 04
key.irons_spellbooks.spell_quick_cast_5	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 05	Слот быстрого заклинания 05
key.irons_spellbooks.spell_quick_cast_6	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 06	Слот быстрого заклинания 06
key.irons_spellbooks.spell_quick_cast_7	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 07	Слот быстрого заклинания 07
key.irons_spellbooks.spell_quick_cast_8	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 08	Слот быстрого заклинания 08
key.irons_spellbooks.spell_quick_cast_9	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick Cast Slot 09	Слот быстрого заклинания 09
key.irons_spellbooks.spell_wheel	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.j	options+defaults	Spell Wheel Hold	Открыть панель заклинаний
key.irons_spellbooks.spell_wheel_toggle	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Spell Wheel Toggle	Переключение колеса заклинаний
key.irons_spellbooks.spellbook_cast	irons_spellbooks	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.v	options+defaults	Cast Selected Spell	Применить выбранное заклинание
key.jade.config	jade	UNIVERSAL	assumed	key.keyboard.keypad.0	key.keyboard.keypad.0	options+defaults	Open Config	Открыть настройки
key.jade.narrate	jade	UNIVERSAL	assumed	key.keyboard.keypad.5	key.keyboard.unknown	options+defaults	Narrate	Комментатор
key.jade.show_details	jade	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.left.alt	options+defaults	Show Details	Показать подробности
key.jade.show_overlay	jade	UNIVERSAL	assumed	key.keyboard.keypad.1	key.keyboard.keypad.1	options+defaults	Show Overlay	Показать наложение
key.jade.show_recipes	jade	UNIVERSAL	assumed	key.keyboard.keypad.3	key.keyboard.keypad.3	options+defaults	Show Recipes	Показать рецепты
key.jade.show_uses	jade	UNIVERSAL	assumed	key.keyboard.keypad.4	key.keyboard.keypad.4	options+defaults	Show Uses	Показать применения
key.jade.toggle_liquid	jade	UNIVERSAL	assumed	key.keyboard.keypad.2	key.keyboard.keypad.2	options+defaults	Toggle Fluid	Переключить жидкости
key.journeymap.create_waypoint	journeymap	UNIVERSAL	assumed	key.keyboard.o		defaults		
key.journeymap.fullscreen.disable_buttons	journeymap	UNIVERSAL	assumed	key.keyboard.unknown		defaults		
key.journeymap.fullscreen.east	journeymap	UNIVERSAL	assumed	key.keyboard.right		defaults		
key.journeymap.fullscreen.north	journeymap	UNIVERSAL	assumed	key.keyboard.up		defaults		
key.journeymap.fullscreen.south	journeymap	UNIVERSAL	assumed	key.keyboard.down		defaults		
key.journeymap.fullscreen.west	journeymap	UNIVERSAL	assumed	key.keyboard.left		defaults		
key.journeymap.fullscreen_chat_position	journeymap	UNIVERSAL	assumed	key.keyboard.c		defaults		
key.journeymap.fullscreen_create_waypoint	journeymap	UNIVERSAL	assumed	key.keyboard.o		defaults		
key.journeymap.fullscreen_follow_player	journeymap	UNIVERSAL	assumed	key.keyboard.f		defaults		
key.journeymap.fullscreen_options	journeymap	UNIVERSAL	assumed	key.keyboard.o		defaults		
key.journeymap.fullscreen_waypoints	journeymap	UNIVERSAL	assumed	key.keyboard.unknown		defaults		
key.journeymap.map_toggle_alt	journeymap	UNIVERSAL	assumed	key.keyboard.j		defaults		
key.journeymap.minimap_preset	journeymap	UNIVERSAL	assumed	key.keyboard.backslash		defaults		
key.journeymap.minimap_toggle_alt	journeymap	UNIVERSAL	assumed	key.keyboard.j:CONTROL		defaults		
key.journeymap.minimap_type	journeymap	UNIVERSAL	assumed	key.keyboard.left.bracket		defaults		
key.journeymap.toggle_entity_names	journeymap	UNIVERSAL	assumed	key.keyboard.g		defaults		
key.journeymap.toggle_render_waypoints	journeymap	UNIVERSAL	assumed	key.keyboard.unknown		defaults		
key.journeymap.toggle_render_waypoints_map	journeymap	UNIVERSAL	assumed	key.keyboard.unknown		defaults		
key.journeymap.toggle_render_waypoints_world	journeymap	UNIVERSAL	assumed	key.keyboard.unknown		defaults		
key.journeymap.toggle_waypoints	journeymap	UNIVERSAL	assumed	key.keyboard.unknown		defaults		
key.journeymap.zoom_in	journeymap	UNIVERSAL	assumed	key.keyboard.equal		defaults		
key.journeymap.zoom_out	journeymap	UNIVERSAL	assumed	key.keyboard.minus		defaults		
key.jump	minecraft	UNIVERSAL	assumed	key.keyboard.space	key.keyboard.space	options+defaults		
key.kubejs.kubedex	kubejs	UNIVERSAL	bytecode	key.keyboard.k	key.keyboard.unknown	options+defaults		
key.left	minecraft	UNIVERSAL	assumed	key.keyboard.a	key.keyboard.a	options+defaults		
key.libtooltips.expand	libtooltips	UNIVERSAL	assumed		key.keyboard.unknown	options		
key.lightoverlay.enable_overlay	lightoverlay	UNIVERSAL	assumed	key.keyboard.f7	key.keyboard.f7	options+defaults	Toggle Light Overlay	
key.loadToolbarActivator	minecraft	UNIVERSAL	assumed	key.keyboard.x	key.keyboard.unknown	options+defaults		
key.logisticsnetworks.toggle_slot_numbers	logisticsnetworks	UNIVERSAL	bytecode		key.keyboard.unknown	options	Toggle Slot Numbers	
key.logisticsnetworks.toggle_wrench_hud	logisticsnetworks	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle Wrench HUD	
key.mapping.compactmachines.exit_room	compactmachines	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Quick-Exit Compact Machine	
key.mapping.compactmachines.open_upgrade_screen	compactmachines	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Room Upgrade Screen	
key.mechtrowel.open_palette	mechtrowel	IN_GAME	bytecode		key.keyboard.unknown	options	Open Palette GUI	
key.mechtrowel.open_radial_menu	mechtrowel	IN_GAME	bytecode		key.keyboard.unknown	options	Open Radial Menu (Hold)	
key.mechtrowel.restriction_modifier	mechtrowel	IN_GAME	bytecode		key.keyboard.unknown	options	Wand Restriction (Shift+[This]+Scroll)	
key.mechtrowel.switch_last_mode	mechtrowel	IN_GAME	bytecode		key.keyboard.unknown	options	Switch to Last Used Mode	
key.mechtrowel.toggle_build_mode	mechtrowel	IN_GAME	bytecode		key.keyboard.unknown	options	Toggle Build Mode	
key.mechtrowel.toggle_chipped	mechtrowel	IN_GAME	bytecode		key.keyboard.unknown	options	Toggle Variant Auto-Conversion	
key.mechtrowel.toggle_replace	mechtrowel	IN_GAME	bytecode		key.keyboard.unknown	options	Toggle Replace Mode	
key.mekanism.chest_mode	mekanism	UNIVERSAL	assumed	key.keyboard.g	key.keyboard.keypad.8	options+defaults	Chest Mode Switch	Переключить режим ранца
